cuit_emisor,razon_social,codigo_caja_valores,codigo_byma,denominacion_especie,tipo_titulo,fecha_alta,fecha_vencimiento,moneda,prefijo
30500008454,BANCO SANTANDER ARGENTINA S.A,58656,BNCWO,ON BCO SANTANDER CL.30 V.23/05/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,23/5/2025,23/5/2026,Pesos,BNCW
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,58482,MR42O,ON GMCTR CL.42 V.26/02/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,26/2/2025,26/2/2026,Pesos,MR
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,57440,MRCRO,ON GEN MED SA CL.26 V28/08/27 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,12/10/2022,28/8/2027,Pesos,MRCR
30714128309,YPF ENERGIA ELECTRICA S.A.,83804,YFCHO,ON YPF ENER.ELEC. C.16 V.13/12/25 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,13/6/2024,13/12/2025,Pesos,YFCH
30511190238,S.A. SAN MIGUEL,57917,SNAAO,ON SAN MIGUEL S.10 CL.A V29/07/26 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,29/7/2024,29/7/2026,Pesos,SNAA
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,56560,MRCKO,ON GN MEDI/CT ROCA 19 V07/11/25 UVA CG,OBLIGACION NEGOCIABLE SIMPLE,7/11/2022,20/12/2025,Pesos,MRCK
30714128309,YPF ENERGIA ELECTRICA S.A.,56399,YFCDO,ON YPF ENER.ELEC. C.12 V.29/08/26 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,29/8/2022,29/8/2026,Pesos,YFCD
30500235566,ANGEL ESTRADA Y CIA. S.A.,56681,NLCDO,ON ANGEL ESTRADA CL 12 V16/12/2027 $ C.G,OBLIGACION NEGOCIABLE SIMPLE,16/12/2022,16/12/2027,Pesos,NLCD
30534672434,BANCO SAENZ S.A.,54335,BZSBO,ON BANCO SAENZ S. 11 02/08/2026 $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,2/8/2019,3/8/2026,Pesos,BZSB
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,57655,MRCWO,ON GEN MED SA CL.30 V08/03/27 UVA CG,OBLIGACION NEGOCIABLE SIMPLE,8/3/2024,8/3/2027,Pesos,MRCW
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,57444,MRCTO,ON GEN MED SA CL.27 V12/04/27 UVA CG,OBLIGACION NEGOCIABLE SIMPLE,12/10/2023,12/4/2027,Pesos,MRCT
30538006404,COMPANIA FINANCIERA ARGENTINA S.A.,55999,CNQ2O,ON CIA FIN.ARG UVA C25 S2 V.16/03/29 $ CG,OBLIGACION NEGOCIABLE SIMPLE,16/3/2022,16/3/2029,Pesos,CNQ
33707124909,ROMBO COMPANIA FINANCIERA S.A.,58736,RB61O,ON ROMBO S.61 VTO.25/12/26 $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,25/6/2025,25/12/2026,Pesos,RB
33707124909,ROMBO COMPANIA FINANCIERA S.A.,58737,RB62O,ON ROMBO S.62 VTO.25/03/26 $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,25/6/2025,25/3/2026,Pesos,RB
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,56295,MRCHO,ON C.TERM.GEN ROC. C16 V28/08/27 UVA CG,OBLIGACION NEGOCIABLE SIMPLE,18/7/2022,28/8/2027,Pesos,MRCH
30642617555,NEW SAN SA,58635,WNCNO,ON NEWSAN 22 V15/05/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,15/5/2025,15/5/2026,Pesos,WNCN
30711424195,PALLETS JAUREGUI S.A.,58059,PJS1P,ON PYME PALLETS JAURE S.1 V11/09/26 $ CG,OBLIGACION NEGOCIABLE PYME,11/9/2024,11/9/2026,Pesos,PJS
30713701803,3D LATINOAMERICA S.A.,58834,DDS1P,ON PYME 3D LATINOAMERICA S.1 $ CG,OBLIGACION NEGOCIABLE PYME,13/8/2025,13/8/2027,Pesos,DDS
30710218192,PROCHEM BIO S.A.,58448,BO1AP,ON PROCHEM S.1 CL.A $ CG,OBLIGACION NEGOCIABLE PYME,10/2/2025,10/2/2027,Pesos,BO
30707955267,MATIAS RUIZ Y CI(cid:141)A. S.A.,58745,RZS1L,ON PYME MATIAS RUIZ SERIE 1 $ CG,OBLIGACION NEGOCIABLE PYME,30/6/2025,30/6/2027,Pesos,RZS
30711075905,HIDROTEC S.A.,57975,HC21P,ON PYME HIDROTEC S2CL1 V21/02/26 $ CG,OBLIGACION NEGOCIABLE PYME,21/8/2024,21/2/2026,Pesos,HC
30691479400,RECARD S.A.,58806,RES1L,ON PYME RECARD S.1 $ CG,OBLIGACION NEGOCIABLE PYME,30/9/2025,30/9/2027,Pesos,RES
30716855372,PROCESOS INDUSTRIALES METALLO SA,58586,IP11P,ON PROC INDUSTR METALLO S.A S.1 CL.1 $ CG,OBLIGACION NEGOCIABLE PYME,28/4/2025,28/4/2027,Pesos,IP
30505607925,ECOSUR BAHIA SOCIEDAD ANONIMA,58337,EOS1P,ON PYME ECOSUR BAHIA S.1 $ CG,OBLIGACION NEGOCIABLE PYME,20/12/2024,20/6/2026,Pesos,EOS
30718592425,INCLUSION FINANCIERA INTEGRAL S.R.L.,58792,IF12L,ON INCL FIN INTEGRAL CL.2 V.17/01/27 $ CG,OBLIGACION NEGOCIABLE SIMPLE,17/7/2025,17/1/2027,Pesos,IF
30699542454,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,58629,OZC5O,ON EDEMSA CL.5 V12/05/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,12/5/2025,12/5/2026,Pesos,OZC
30500008454,BANCO SANTANDER ARGENTINA S.A,58472,BNCUO,ON BCO SANTANDER CL.28 V.21/02/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,21/2/2025,21/2/2026,Pesos,BNCU
30696748191,PUENTE NOGUEIRA SRL,56939,PG1BP,ON PYME PUENTE N. S1 CL.B $ CG V29/03/28,OBLIGACION NEGOCIABLE SIMPLE,29/3/2023,29/3/2028,Pesos,PG
