symbol,issuer,cuit,sector,currency,settlement,price,bid,ask,volume,spread_abs,spread_pct,years_to_maturity,maturity_date,liquidity_score,is_mapped
BYC2Y,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,1,0.0,0.0,0.0,0.0,,,0.0493,2026-07-19,33.66,True
BYC2Z,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,EXT,1,0.0,0.0,0.0,0.0,,,0.0493,2026-07-19,33.66,True
BYC2Z,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,EXT,2,0.0,0.0,0.0,0.0,,,0.0493,2026-07-19,33.66,True
BYCHC,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,EXT,1,0.0,0.0,0.0,0.0,,,2.2779,2028-10-10,33.66,True
BYCHX,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,1,0.0,0.0,0.0,0.0,,,2.2779,2028-10-10,33.66,True
BYCHX,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,2,0.0,0.0,0.0,0.0,,,2.2779,2028-10-10,33.66,True
BYCHY,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,1,0.0,0.0,0.0,0.0,,,2.2779,2028-10-10,33.66,True
BYCHY,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,2,0.0,0.0,0.0,0.0,,,2.2779,2028-10-10,33.66,True
BYCHZ,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,EXT,1,0.0,0.0,0.0,0.0,,,2.2779,2028-10-10,33.66,True
BYCHZ,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,EXT,2,0.0,0.0,0.0,0.0,,,2.2779,2028-10-10,33.66,True
BYCVD,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,1,0.0,98.05,0.0,0.0,,,0.167,2026-08-31,33.66,True
BYCVO,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,1,0.0,156420.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
BYCVX,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,1,0.0,0.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
BYCVX,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,2,0.0,0.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
BYCVY,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,1,0.0,0.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
BYCVY,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,2,0.0,0.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
BYCVZ,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,EXT,1,0.0,0.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
BYCVZ,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,EXT,2,0.0,0.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
BYCWD,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,1,0.0,97.76,0.0,0.0,,,0.4162,2026-11-30,33.66,True
BYCWO,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,1,0.0,150000.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
BYCWX,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,1,0.0,0.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
BYCWY,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,1,0.0,0.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
BYCWY,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,2,0.0,0.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
BYCWZ,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,EXT,1,0.0,0.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
BYCXD,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,1,0.0,0.0,0.0,0.0,,,0.4983,2026-12-30,33.66,True
BYCXO,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,1,0.0,0.0,0.0,0.0,,,0.4983,2026-12-30,33.66,True
BYCXX,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,1,0.0,0.0,0.0,0.0,,,0.4983,2026-12-30,33.66,True
BYCXY,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,2,0.0,0.0,0.0,0.0,,,0.4983,2026-12-30,33.66,True
BYY1X,[BYY],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.9281,2027-06-05,33.66,False
BYY2D,[BYY],,Sin mapear,USD,1,0.0,0.0,100.5,0.0,,,1.9302,2028-06-05,33.66,False
BYY2D,[BYY],,Sin mapear,USD,2,0.0,0.0,101.35,0.0,,,1.9302,2028-06-05,33.66,False
BYY2O,[BYY],,Sin mapear,ARS,2,0.0,100.0,0.0,0.0,,,1.9302,2028-06-05,33.66,False
BYY3C,[BYY],,Sin mapear,EXT,2,0.0,0.0,101.0,0.0,,,1.4292,2027-12-05,33.66,False
BYY3D,[BYY],,Sin mapear,USD,2,0.0,0.0,101.0,0.0,,,1.4292,2027-12-05,33.66,False
BYY3X,[BYY],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,1.4292,2027-12-05,33.66,False
BYY3Y,[BYY],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,1.4292,2027-12-05,33.66,False
CAC4O,Capex S.A.,30629827060,Energía - Electricidad,ARS,2,0.0,68550.0,0.0,0.0,,,0.6598,2027-02-27,33.66,True
CAC4X,Capex S.A.,30629827060,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,0.6598,2027-02-27,33.66,True
CAC5C,Capex S.A.,30629827060,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,2.152,2028-08-25,33.66,True
CAC5X,Capex S.A.,30629827060,Energía - Electricidad,ARS,1,0.0,0.0,0.0,0.0,,,2.152,2028-08-25,33.66,True
CAC5X,Capex S.A.,30629827060,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,2.152,2028-08-25,33.66,True
CAC5Y,Capex S.A.,30629827060,Energía - Electricidad,USD,1,0.0,0.0,0.0,0.0,,,2.152,2028-08-25,33.66,True
CAC5Z,Capex S.A.,30629827060,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,2.152,2028-08-25,33.66,True
CAC6O,Capex S.A.,30629827060,Energía - Electricidad,ARS,2,0.0,91510.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CAC6X,Capex S.A.,30629827060,Energía - Electricidad,ARS,1,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CAC6X,Capex S.A.,30629827060,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CAC6Y,Capex S.A.,30629827060,Energía - Electricidad,USD,1,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CAC6Z,Capex S.A.,30629827060,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CAC6Z,Capex S.A.,30629827060,Energía - Electricidad,EXT,2,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CAC7O,Capex S.A.,30629827060,Energía - Electricidad,ARS,1,0.0,0.0,0.0,0.0,,,1.1855,2027-09-07,33.66,True
CAC7O,Capex S.A.,30629827060,Energía - Electricidad,ARS,2,0.0,100000.0,0.0,0.0,,,1.1855,2027-09-07,33.66,True
CAC7X,Capex S.A.,30629827060,Energía - Electricidad,ARS,1,0.0,0.0,0.0,0.0,,,1.1855,2027-09-07,33.66,True
CAC7X,Capex S.A.,30629827060,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,1.1855,2027-09-07,33.66,True
CAC7Z,Capex S.A.,30629827060,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,1.1855,2027-09-07,33.66,True
CAC7Z,Capex S.A.,30629827060,Energía - Electricidad,EXT,2,0.0,0.0,0.0,0.0,,,1.1855,2027-09-07,33.66,True
CACAO,CAPEX S.A.,30629827060,,ARS,1,0.0,0.0,0.0,0.0,,,1.0103,2027-07-05,33.66,True
CACAO,CAPEX S.A.,30629827060,,ARS,2,0.0,100000.0,0.0,0.0,,,1.0103,2027-07-05,33.66,True
CACAX,CAPEX S.A.,30629827060,,ARS,1,0.0,0.0,0.0,0.0,,,1.0103,2027-07-05,33.66,True
CACAX,CAPEX S.A.,30629827060,,ARS,2,0.0,0.0,0.0,0.0,,,1.0103,2027-07-05,33.66,True
CACAY,CAPEX S.A.,30629827060,,USD,1,0.0,0.0,0.0,0.0,,,1.0103,2027-07-05,33.66,True
CACBY,Capex S.A.,30629827060,Energía - Electricidad,USD,1,0.0,0.0,0.0,0.0,,,1.963,2028-06-17,33.66,True
CACBY,Capex S.A.,30629827060,Energía - Electricidad,USD,2,0.0,0.0,0.0,0.0,,,1.963,2028-06-17,33.66,True
CACDC,Capex S.A.,30629827060,Energía - Electricidad,EXT,2,0.0,96.77,0.0,0.0,,,2.9268,2029-06-04,33.66,True
CACDX,Capex S.A.,30629827060,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,2.9268,2029-06-04,33.66,True
CACDY,Capex S.A.,30629827060,Energía - Electricidad,USD,2,0.0,0.0,0.0,0.0,,,2.9268,2029-06-04,33.66,True
CFS9O,CFN S.A.,30641056177,,ARS,2,0.0,89.5,0.0,0.0,,,0.449,2026-12-12,33.66,True
CIC7D,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,USD,1,0.0,0.0,0.0,0.0,,,0.3669,2026-11-12,33.66,True
CIC7O,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,ARS,1,0.0,0.0,0.0,0.0,,,0.3669,2026-11-12,33.66,True
CIC8D,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,USD,1,0.0,98.0,0.0,0.0,,,2.3682,2028-11-12,33.66,True
CIC8O,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,ARS,1,0.0,148040.0,0.0,0.0,,,2.3682,2028-11-12,33.66,True
CIC9D,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,USD,1,0.0,100.5,0.0,0.0,,,0.8871,2027-05-21,33.66,True
CIC9O,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,ARS,1,0.0,146010.0,0.0,0.0,,,0.8871,2027-05-21,33.66,True
CICAC,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,EXT,2,0.0,98.0,0.0,0.0,,,1.9247,2028-06-03,33.66,True
CLI1C,[CLI],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,8.4435,2034-12-10,33.66,False
CLI1O,[CLI],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,8.4435,2034-12-10,33.66,False
CLSIC,[CLS],,Sin mapear,EXT,2,0.0,0.0,47.483,0.0,,,1.0678,2027-07-26,33.66,False
CLSID,[CLS],,Sin mapear,USD,1,0.0,0.0,47.058,0.0,,,1.0678,2027-07-26,33.66,False
CLSIX,[CLS],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,1.0678,2027-07-26,33.66,False
CLSIX,[CLS],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,1.0678,2027-07-26,33.66,False
CLSIY,[CLS],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,1.0678,2027-07-26,33.66,False
CLSIY,[CLS],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,1.0678,2027-07-26,33.66,False
CLSIZ,[CLS],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,1.0678,2027-07-26,33.66,False
CMS1P,CREATIVE PMO INTERNATIONAL S.A.,30714763225,,ARS,1,0.0,0.0,0.0,0.0,,,0.2327,2026-09-24,33.66,True
CMS1P,CREATIVE PMO INTERNATIONAL S.A.,30714763225,,ARS,2,0.0,0.0,0.0,0.0,,,0.2327,2026-09-24,33.66,True
COC1O,[COC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,False
COC1O,[COC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,False
COC1X,[COC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,False
COC2C,[COC],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,False
COC2D,[COC],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,False
COC2D,[COC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,False
COC2O,[COC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,False
COC2O,[COC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,False
CP27X,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,ARS,2,0.0,0.0,0.0,0.0,,,2.935,2029-06-07,33.66,True
CP28C,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,EXT,1,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CP28C,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,EXT,2,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CP28D,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,USD,1,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CP28D,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,USD,2,0.0,14.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CP28O,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,ARS,1,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CP28X,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,ARS,1,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CP28X,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,ARS,2,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CP28Y,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,USD,1,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CP28Z,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,EXT,2,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
CP36D,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,USD,1,0.0,99.8,0.0,0.0,,,1.2758,2027-10-10,33.66,True
CP36O,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,ARS,1,0.0,151200.0,0.0,0.0,,,1.2758,2027-10-10,33.66,True
CP37D,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,USD,1,0.0,0.0,0.0,0.0,,,0.6899,2027-03-10,33.66,True
CP38C,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,EXT,1,0.0,0.0,104.2,0.0,,,4.4107,2030-11-28,33.66,True
CP38X,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,ARS,1,0.0,0.0,0.0,0.0,,,4.4107,2030-11-28,33.66,True
CP38X,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,ARS,2,0.0,0.0,0.0,0.0,,,4.4107,2030-11-28,33.66,True
CP39O,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,ARS,1,0.0,0.0,0.0,0.0,,,0.742,2027-03-29,33.66,True
CP39O,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,ARS,2,0.0,100000.0,0.0,0.0,,,0.742,2027-03-29,33.66,True
CP39X,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,ARS,2,0.0,0.0,0.0,0.0,,,0.742,2027-03-29,33.66,True
CP40D,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,USD,1,0.0,101.0,0.0,0.0,,,1.6893,2028-03-09,33.66,True
CP40O,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,ARS,1,0.0,153100.0,0.0,0.0,,,1.6893,2028-03-09,33.66,True
CP40Y,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,USD,1,0.0,0.0,0.0,0.0,,,1.6893,2028-03-09,33.66,True
CP40Y,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,USD,2,0.0,0.0,0.0,0.0,,,1.6893,2028-03-09,33.66,True
CRCJO,[CRC],,Sin mapear,ARS,1,0.0,0.0,62820.0,0.0,,,1.8754,2028-05-16,33.66,False
CS40O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,2,0.0,5892.0,0.0,0.0,,,0.4736,2026-12-21,33.66,True
CS40X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,0.0,0.0,0.0,,,0.4736,2026-12-21,33.66,True
CS40X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,2,0.0,0.0,0.0,0.0,,,0.4736,2026-12-21,33.66,True
CS40Z,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,1,0.0,0.0,0.0,0.0,,,0.4736,2026-12-21,33.66,True
CS44X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,2,0.0,0.0,0.0,0.0,,,0.5476,2027-01-17,33.66,True
CS44Y,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,2,0.0,0.0,0.0,0.0,,,0.5476,2027-01-17,33.66,True
CS45C,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,1,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,True
CS45C,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,2,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,True
CS45D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,1,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,True
CS45D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,2,0.0,102.05,0.0,0.0,,,0.1424,2026-08-22,33.66,True
CS45O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,153010.0,0.0,0.0,,,0.1424,2026-08-22,33.66,True
CS45O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,2,0.0,153010.0,0.0,0.0,,,0.1424,2026-08-22,33.66,True
CS45X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,True
CS45X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,2,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,True
CS45Z,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,2,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,True
CS46C,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,1,0.0,0.0,0.0,0.0,,,1.0459,2027-07-18,33.66,True
CS46D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,1,0.0,0.0,0.0,0.0,,,1.0459,2027-07-18,33.66,True
CS46D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,2,0.0,73.33,0.0,0.0,,,1.0459,2027-07-18,33.66,True
CS46O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,0.0,0.0,0.0,,,1.0459,2027-07-18,33.66,True
CS46O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,2,0.0,112010.0,0.0,0.0,,,1.0459,2027-07-18,33.66,True
CS46X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,2,0.0,0.0,0.0,0.0,,,1.0459,2027-07-18,33.66,True
CS47C,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,1,0.0,0.0,0.0,0.0,,,2.3765,2028-11-15,33.66,True
CS47X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,2,0.0,0.0,0.0,0.0,,,2.3765,2028-11-15,33.66,True
CS47Y,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,1,0.0,0.0,0.0,0.0,,,2.3765,2028-11-15,33.66,True
CS47Y,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,2,0.0,0.0,0.0,0.0,,,2.3765,2028-11-15,33.66,True
CS48Y,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,2,0.0,0.0,0.0,0.0,,,2.0287,2028-07-11,33.66,True
CS49C,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,2,0.0,101.85,0.0,0.0,,,1.1718,2027-09-02,33.66,True
CS49X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,0.0,0.0,0.0,,,1.1718,2027-09-02,33.66,True
CS50C,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,1,0.0,0.0,0.0,0.0,,,2.6913,2029-03-10,33.66,True
CS50C,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,2,0.0,100.15,0.0,0.0,,,2.6913,2029-03-10,33.66,True
CS50D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,1,0.0,106.8,0.0,0.0,,,2.6913,2029-03-10,33.66,True
CS50O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,163270.0,0.0,0.0,,,2.6913,2029-03-10,33.66,True
CS51D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,1,0.0,103.0,0.0,0.0,,,0.5558,2027-01-20,33.66,True
CS51O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,157010.0,0.0,0.0,,,0.5558,2027-01-20,33.66,True
CS51X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,0.0,0.0,0.0,,,0.5558,2027-01-20,33.66,True
CS51Y,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,2,0.0,0.0,0.0,0.0,,,0.5558,2027-01-20,33.66,True
CS52X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,0.0,0.0,0.0,,,1.8316,2028-04-30,33.66,True
CS52Z,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,1,0.0,0.0,0.0,0.0,,,1.8316,2028-04-30,33.66,True
CS53O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,154800.0,0.0,0.0,,,3.8303,2030-04-30,33.66,True
CS53X,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,0.0,0.0,0.0,,,3.8303,2030-04-30,33.66,True
CVS3V,[CVS],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.4654,2026-12-18,33.66,False
CVS4V,[CVS],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.7173,2027-03-20,33.66,False
CWC6D,CROWN POINT ENERGIA S.A.,30709346268,,USD,1,0.0,81.19,0.0,0.0,,,1.3306,2027-10-30,33.66,True
CWC6O,CROWN POINT ENERGIA S.A.,30709346268,,ARS,1,0.0,132870.0,0.0,0.0,,,1.3306,2027-10-30,33.66,True
CWC6O,CROWN POINT ENERGIA S.A.,30709346268,,ARS,2,0.0,132870.0,0.0,0.0,,,1.3306,2027-10-30,33.66,True
CY2BD,[CY2],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,0.8816,2027-05-19,33.66,False
CY2BP,[CY2],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.8816,2027-05-19,33.66,False
DEC2C,Empresa Distrib. de Electricidad Salta S.A.,30690633635,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,0.6516,2027-02-24,33.66,True
DEC2C,Empresa Distrib. de Electricidad Salta S.A.,30690633635,Energía - Electricidad,EXT,2,0.0,0.0,101.55,0.0,,,0.6516,2027-02-24,33.66,True
DEC2X,Empresa Distrib. de Electricidad Salta S.A.,30690633635,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,0.6516,2027-02-24,33.66,True
DEC2Y,Empresa Distrib. de Electricidad Salta S.A.,30690633635,Energía - Electricidad,USD,1,0.0,0.0,0.0,0.0,,,0.6516,2027-02-24,33.66,True
DEC2Y,Empresa Distrib. de Electricidad Salta S.A.,30690633635,Energía - Electricidad,USD,2,0.0,0.0,0.0,0.0,,,0.6516,2027-02-24,33.66,True
DF33P,[DF3],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.0548,2026-07-21,33.66,False
DF33P,[DF3],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.0548,2026-07-21,33.66,False
DHSGO,Credicuotas Consumo S.A.,30710911580,Financiero - Crédito Consumo,ARS,2,0.0,0.0,0.0,0.0,,,0.1916,2026-09-09,33.66,True
DHSIO,Credicuotas Consumo S.A.,30710911580,Financiero - Crédito Consumo,ARS,1,0.0,0.0,0.0,0.0,,,0.3888,2026-11-20,33.66,True
DHSIO,Credicuotas Consumo S.A.,30710911580,Financiero - Crédito Consumo,ARS,2,0.0,0.0,0.0,0.0,,,0.3888,2026-11-20,33.66,True
DHSIX,Credicuotas Consumo S.A.,30710911580,Financiero - Crédito Consumo,ARS,1,0.0,0.0,0.0,0.0,,,0.3888,2026-11-20,33.66,True
DHSJD,Credicuotas Consumo S.A.,30710911580,Financiero - Crédito Consumo,USD,2,0.0,0.0,0.0,0.0,,,0.1369,2026-08-20,33.66,True
DHSJO,Credicuotas Consumo S.A.,30710911580,Financiero - Crédito Consumo,ARS,2,0.0,0.0,0.0,0.0,,,0.1369,2026-08-20,33.66,True
DHSKD,Credicuotas Consumo S.A.,30710911580,Financiero - Crédito Consumo,USD,2,0.0,0.0,0.0,0.0,,,0.2628,2026-10-05,33.66,True
DHSKO,Credicuotas Consumo S.A.,30710911580,Financiero - Crédito Consumo,ARS,2,0.0,0.0,0.0,0.0,,,0.2628,2026-10-05,33.66,True
DNC3C,EDENOR S.A.,30655116202,,EXT,1,0.0,98.5,0.0,0.0,,,0.3943,2026-11-22,33.66,True
DNC3Y,EDENOR S.A.,30655116202,,USD,1,0.0,0.0,0.0,0.0,,,0.3943,2026-11-22,33.66,True
DNC3Y,EDENOR S.A.,30655116202,,USD,2,0.0,0.0,0.0,0.0,,,0.3943,2026-11-22,33.66,True
DNC5X,EDENOR S.A.,30655116202,,ARS,1,0.0,0.0,0.0,0.0,,,2.0972,2028-08-05,33.66,True
DNC5X,EDENOR S.A.,30655116202,,ARS,2,0.0,0.0,0.0,0.0,,,2.0972,2028-08-05,33.66,True
DNC5Y,EDENOR S.A.,30655116202,,USD,1,0.0,0.0,0.0,0.0,,,2.0972,2028-08-05,33.66,True
DNC7X,EDENOR S.A.,30655116202,,ARS,1,0.0,0.0,0.0,0.0,,,4.3149,2030-10-24,33.66,True
DNC7X,EDENOR S.A.,30655116202,,ARS,2,0.0,0.0,0.0,0.0,,,4.3149,2030-10-24,33.66,True
