volumen_nominal,ticker,imbalance,precio_settlement_anterior,precio_venta,openInterest,precio_promedio,description,cantidad_operaciones,apertura,tickDirection,securityDesc,securitySubType,fecha_vencimiento,precio_cierre_anterior,tipo_liquidacion,cantidad_venta,maximo,moneda,precio_compra,minimo,mercado,monto_operado,volume,ultimo_precio,dias_al_vencimiento,tipo_instrumento,closingPrice,settlementPrice,cantidad_compra,hora_ultimo_trade,years_to_maturity,spread_abs,spread_pct,liquidity_score,issuer,cuit,sector,is_mapped
0.0,GN41X,0.0,137050.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-14,137050.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,14,CORP,0.0,0.0,0.0,,0.0383,,,37.65,Genneia S.A.,30665234114,Energía - Renovable,True
0.0,GN41Y,0.0,99.93,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-14,99.93,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,14,CORP,0.0,0.0,0.0,,0.0383,,,37.65,Genneia S.A.,30665234114,Energía - Renovable,True
0.0,BVCOD,0.0,95.0274,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-15,95.0274,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,15,CORP,0.0,0.0,0.0,,0.0411,,,37.65,Banco de Servicios y Transacciones S.A.,30704960995,Financiero - Bancos,True
0.0,BVCOD,0.0,103.0,103.5,0.0,0.0,,0,0.0,-1,,,2026-07-15,103.0,2,850.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,15,CORP,0.0,0.0,0.0,,0.0411,,,37.65,Banco de Servicios y Transacciones S.A.,30704960995,Financiero - Bancos,True
0.0,BVCOO,0.0,124730.8673,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-15,124730.8673,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,15,CORP,0.0,0.0,0.0,,0.0411,,,37.65,Banco de Servicios y Transacciones S.A.,30704960995,Financiero - Bancos,True
0.0,BVCOO,0.0,136232.3791,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-15,136232.3791,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,15,CORP,0.0,0.0,0.0,,0.0411,,,37.65,Banco de Servicios y Transacciones S.A.,30704960995,Financiero - Bancos,True
0.0,MSSEC,0.0,90.1412,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-17,90.1412,1,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,17,CORP,0.0,0.0,0.0,,0.0465,,,37.65,MSU S.A.,30607597193,Energía,True
0.0,MSSEX,0.0,149036.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-17,149036.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,17,CORP,0.0,0.0,0.0,,0.0465,,,37.65,MSU S.A.,30607597193,Energía,True
0.0,MSSEY,0.0,99.976,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-17,99.976,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,17,CORP,0.0,0.0,0.0,,0.0465,,,37.65,MSU S.A.,30607597193,Energía,True
0.0,MSSEY,0.0,104.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-17,104.0,2,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,17,CORP,0.0,0.0,0.0,,0.0465,,,37.65,MSU S.A.,30607597193,Energía,True
0.0,MSSEZ,0.0,95.9,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-17,95.9,1,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,17,CORP,0.0,0.0,0.0,,0.0465,,,37.65,MSU S.A.,30607597193,Energía,True
0.0,SXC1X,0.0,102.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-18,102.0,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,18,CORP,0.0,0.0,0.0,,0.0493,,,37.65,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,True
0.0,SXC1X,0.0,101.9,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-18,101.9,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,18,CORP,0.0,0.0,0.0,,0.0493,,,37.65,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,True
0.0,TLCRO,0.0,0.01,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-18,0.01,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,18,CORP,0.0,0.0,0.0,,0.0493,,,37.65,Telecom Argentina S.A.,30639453738,Telecomunicaciones,True
0.0,TLCRO,0.0,98.3,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-18,98.3,2,0.0,0.0,ARS,99.0,0.0,BYMA,0.0,0.0,0.0,18,CORP,0.0,0.0,2500000.0,,0.0493,,,37.65,Telecom Argentina S.A.,30639453738,Telecomunicaciones,True
0.0,TLCRX,0.0,109.5,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-18,109.5,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,18,CORP,0.0,0.0,0.0,,0.0493,,,37.65,Telecom Argentina S.A.,30639453738,Telecomunicaciones,True
0.0,TLCRX,0.0,104.3,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-18,104.3,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,18,CORP,0.0,0.0,0.0,,0.0493,,,37.65,Telecom Argentina S.A.,30639453738,Telecomunicaciones,True
0.0,BYC2C,0.0,102.05,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,102.05,1,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,BYC2C,0.0,102.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,102.0,2,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,BYC2O,0.0,88550.6478,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,88550.6478,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,BYC2O,0.0,150300.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,150300.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,BYC2P,0.0,106.25,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,106.25,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,BYC2P,0.0,95.9139,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,95.9139,2,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,BYC2X,0.0,103584.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,103584.0,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,BYC2X,0.0,149800.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,149800.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,BYC2Y,0.0,101.13,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,101.13,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,BYC2Z,0.0,103.7,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,103.7,1,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,BYC2Z,0.0,100.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-19,100.0,2,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,19,CORP,0.0,0.0,0.0,,0.052,,,37.65,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,True
0.0,DF33P,0.0,0.01,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-21,0.01,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,21,CORP,0.0,0.0,0.0,,0.0575,,,37.65,[DF3],,Sin mapear,False
0.0,DF33P,0.0,0.01,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-21,0.01,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,21,CORP,0.0,0.0,0.0,,0.0575,,,37.65,[DF3],,Sin mapear,False
0.0,AV12P,0.0,0.01,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-25,0.01,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,25,CORP,0.0,0.0,0.0,,0.0684,,,37.65,ASPRO SERVICIOS PETROLEROS SA,30715595105,,True
0.0,AV12P,0.0,0.01,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-25,0.01,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,25,CORP,0.0,0.0,0.0,,0.0684,,,37.65,ASPRO SERVICIOS PETROLEROS SA,30715595105,,True
0.0,PZCAO,0.0,42300.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-27,42300.0,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,27,CORP,0.0,0.0,0.0,,0.0739,,,37.65,Plaza Logística S.R.L.,30655942382,Logística - Real Estate,True
0.0,PZCAO,0.0,137200.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-27,137200.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,27,CORP,0.0,0.0,0.0,,0.0739,,,37.65,Plaza Logística S.R.L.,30655942382,Logística - Real Estate,True
0.0,PZCAX,0.0,30000.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-27,30000.0,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,27,CORP,0.0,0.0,0.0,,0.0739,,,37.65,Plaza Logística S.R.L.,30655942382,Logística - Real Estate,True
0.0,PZCAX,0.0,52700.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-27,52700.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,27,CORP,0.0,0.0,0.0,,0.0739,,,37.65,Plaza Logística S.R.L.,30655942382,Logística - Real Estate,True
0.0,PZCAY,0.0,62.079,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-27,62.079,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,27,CORP,0.0,0.0,0.0,,0.0739,,,37.65,Plaza Logística S.R.L.,30655942382,Logística - Real Estate,True
0.0,PZCAZ,0.0,58.4,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-27,58.4,1,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,27,CORP,0.0,0.0,0.0,,0.0739,,,37.65,Plaza Logística S.R.L.,30655942382,Logística - Real Estate,True
0.0,GMCGO,0.0,14751.6594,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-28,14751.6594,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,28,CORP,0.0,0.0,0.0,,0.0767,,,37.65,GENERACION MEDITERRANEA S.A.,30682434720,,True
0.0,GMCGO,0.0,0.01,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-28,0.01,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,28,CORP,0.0,0.0,0.0,,0.0767,,,37.65,GENERACION MEDITERRANEA S.A.,30682434720,,True
0.0,GMCGX,0.0,27158.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-28,27158.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,28,CORP,0.0,0.0,0.0,,0.0767,,,37.65,GENERACION MEDITERRANEA S.A.,30682434720,,True
0.0,SNABO,0.0,99210.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-29,99210.0,1,0.0,0.0,ARS,99210.0,0.0,BYMA,0.0,0.0,0.0,29,CORP,0.0,0.0,2639.0,,0.0794,,,37.65,S.A. San Miguel,30511190238,Agro - Frutícola,True
0.0,RB59O,0.0,35.3568,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-31,35.3568,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,31,CORP,0.0,0.0,0.0,,0.0849,,,37.65,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,True
0.0,RB59X,0.0,102.45,0.0,0.0,0.0,,0,0.0,-1,,,2026-07-31,102.45,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,31,CORP,0.0,0.0,0.0,,0.0849,,,37.65,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,True
0.0,DNC9O,0.0,99.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-07,99.0,1,0.0,0.0,ARS,101.0,0.0,BYMA,0.0,0.0,0.0,38,CORP,0.0,0.0,300000.0,,0.104,,,37.65,EDENOR S.A.,30655116202,,True
0.0,DNC9X,0.0,100.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-07,100.0,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,38,CORP,0.0,0.0,0.0,,0.104,,,37.65,EDENOR S.A.,30655116202,,True
0.0,DNC9X,0.0,105.22,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-07,105.22,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,38,CORP,0.0,0.0,0.0,,0.104,,,37.65,EDENOR S.A.,30655116202,,True
0.0,LR6BC,0.0,19.5973,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-13,19.5973,1,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,44,CORP,0.0,0.0,0.0,,0.1205,,,37.65,Laboratorios Richmond S.A.C.I.F.,30501152826,Salud - Farma,True
0.0,LR6BD,0.0,18.0207,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-13,18.0207,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,44,CORP,0.0,0.0,0.0,,0.1205,,,37.65,Laboratorios Richmond S.A.C.I.F.,30501152826,Salud - Farma,True
0.0,LR6BO,0.0,0.01,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-13,0.01,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,44,CORP,0.0,0.0,0.0,,0.1205,,,37.65,Laboratorios Richmond S.A.C.I.F.,30501152826,Salud - Farma,True
0.0,AER9O,0.0,43493.06,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-19,43493.06,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,50,CORP,0.0,0.0,0.0,,0.1369,,,37.65,[AER],,Sin mapear,False
0.0,AER9X,0.0,137795.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-19,137795.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,50,CORP,0.0,0.0,0.0,,0.1369,,,37.65,[AER],,Sin mapear,False
0.0,AFCHD,0.0,98.2973,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-19,98.2973,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,50,CORP,0.0,0.0,0.0,,0.1369,,,37.65,Banco Comafi S.A.,30604731018,Financiero - Bancos,True
0.0,AFCHO,0.0,151355.4376,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-19,151355.4376,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,50,CORP,0.0,0.0,0.0,,0.1369,,,37.65,Banco Comafi S.A.,30604731018,Financiero - Bancos,True
0.0,DHSJD,0.0,96.5356,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-20,96.5356,2,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,51,CORP,0.0,0.0,0.0,,0.1396,,,37.65,Credicuotas Consumo S.A.,30710911580,Financiero - Crédito Consumo,True
0.0,DHSJO,0.0,138871.737,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-20,138871.737,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,51,CORP,0.0,0.0,0.0,,0.1396,,,37.65,Credicuotas Consumo S.A.,30710911580,Financiero - Crédito Consumo,True
0.0,BF37C,0.0,97.37,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,97.37,2,0.0,0.0,EXT,95.28,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,13482.0,,0.1451,,,37.65,Banco BBVA Argentina S.A.,30500003193,Financiero - Bancos,True
0.0,BF37D,0.0,100.45,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,100.45,1,0.0,0.0,USD,99.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,5600.0,,0.1451,,,37.65,Banco BBVA Argentina S.A.,30500003193,Financiero - Bancos,True
0.0,BF37O,0.0,140150.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,140150.0,1,0.0,0.0,ARS,149080.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,3600.0,,0.1451,,,37.65,Banco BBVA Argentina S.A.,30500003193,Financiero - Bancos,True
0.0,COC1O,0.0,91.8706,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,91.8706,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,[COC],,Sin mapear,False
0.0,COC1O,0.0,101.15,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,101.15,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,[COC],,Sin mapear,False
0.0,COC1X,0.0,100.5,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,100.5,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,[COC],,Sin mapear,False
0.0,COC2C,0.0,95.365,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,95.365,2,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,[COC],,Sin mapear,False
0.0,COC2D,0.0,97.6027,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,97.6027,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,[COC],,Sin mapear,False
0.0,COC2D,0.0,100.2,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,100.2,2,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,[COC],,Sin mapear,False
0.0,COC2O,0.0,146500.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,146500.0,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,[COC],,Sin mapear,False
0.0,COC2O,0.0,146500.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,146500.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,[COC],,Sin mapear,False
0.0,CS45C,0.0,88.002,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,88.002,1,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
0.0,CS45C,0.0,97.31,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,97.31,2,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
0.0,CS45D,0.0,104.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,104.0,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
0.0,CS45D,0.0,103.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,103.0,2,0.0,0.0,USD,102.05,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,2000.0,,0.1451,,,37.65,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
0.0,CS45O,0.0,155000.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,155000.0,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
0.0,CS45O,0.0,154500.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,154500.0,2,0.0,0.0,ARS,151000.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,3000.0,,0.1451,,,37.65,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
0.0,CS45X,0.0,152109.6,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,152109.6,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
0.0,CS45X,0.0,120000.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,120000.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
0.0,CS45Z,0.0,100.3,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,100.3,2,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
0.0,HBCAC,0.0,97.0861,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,97.0861,2,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,BANCO HIPOTECARIO S.A.,30500011072,,True
0.0,HBCAD,0.0,103.6,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,103.6,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,0.0,,0.1451,,,37.65,BANCO HIPOTECARIO S.A.,30500011072,,True
0.0,HBCAO,0.0,140000.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-22,140000.0,1,0.0,0.0,ARS,145000.0,0.0,BYMA,0.0,0.0,0.0,53,CORP,0.0,0.0,5000.0,,0.1451,,,37.65,BANCO HIPOTECARIO S.A.,30500011072,,True
0.0,AT2BP,0.0,5164.7245,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-23,5164.7245,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,54,CORP,0.0,0.0,0.0,,0.1478,,,37.65,AGROTECNOLOGIA SALA S.A.,30542790780,,True
0.0,BPCSD,0.0,102.7,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-26,102.7,2,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,57,CORP,0.0,0.0,0.0,,0.1561,,,37.65,Banco Supervielle S.A.,33500005179,Financiero - Bancos,True
0.0,BPCSO,0.0,146520.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-26,146520.0,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,57,CORP,0.0,0.0,0.0,,0.1561,,,37.65,Banco Supervielle S.A.,33500005179,Financiero - Bancos,True
0.0,BPCSO,0.0,145850.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-26,145850.0,2,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,57,CORP,0.0,0.0,0.0,,0.1561,,,37.65,Banco Supervielle S.A.,33500005179,Financiero - Bancos,True
0.0,BPCSY,0.0,103.1,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-26,103.1,1,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,57,CORP,0.0,0.0,0.0,,0.1561,,,37.65,Banco Supervielle S.A.,33500005179,Financiero - Bancos,True
0.0,NV61O,0.0,0.01,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-26,0.01,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,57,CORP,0.0,0.0,0.0,,0.1561,,,37.65,NAVARRO S.A.,30707012672,,True
0.0,BCCKO,0.0,134445.2008,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-29,134445.2008,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,60,CORP,0.0,0.0,0.0,,0.1643,,,37.65,Banco CMF S.A.,30576614299,Financiero - Bancos,True
0.0,YFCDC,0.0,12.6373155,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-29,12.6373155,2,0.0,0.0,EXT,0.0,0.0,BYMA,0.0,0.0,0.0,60,CORP,0.0,0.0,0.0,,0.1643,,,37.65,YPF ENERGIA ELECTRICA S.A.,30714128309,,True
0.0,YFCDD,0.0,10.9082074,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-29,10.9082074,2,0.0,0.0,USD,0.0,0.0,BYMA,0.0,0.0,0.0,60,CORP,0.0,0.0,0.0,,0.1643,,,37.65,YPF ENERGIA ELECTRICA S.A.,30714128309,,True
0.0,YFCDO,0.0,48300.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-29,48300.0,2,0.0,0.0,ARS,48310.0,0.0,BYMA,0.0,0.0,0.0,60,CORP,0.0,0.0,100.0,,0.1643,,,37.65,YPF ENERGIA ELECTRICA S.A.,30714128309,,True
0.0,YFCDX,0.0,97000.0,0.0,0.0,0.0,,0,0.0,-1,,,2026-08-29,97000.0,1,0.0,0.0,ARS,0.0,0.0,BYMA,0.0,0.0,0.0,60,CORP,0.0,0.0,0.0,,0.1643,,,37.65,YPF ENERGIA ELECTRICA S.A.,30714128309,,True
