base,issuer,cuit,sector,byma_symbols,currencies,in_byma,has_issuer,has_rating,rating,has_price,price_usd,price_src,has_mae_cf,n_cashflows,mae_currency,has_ytm,ytm_pct,in_rv,is_outlier,rv_score,exclusion_reason
YM37,YPF S.A.,30546689979,Energía - Petróleo y Gas,YM37C YM37D YM37O YM37X,ARS EXT USD,True,True,False,,True,99.48,EXT,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
YM38,YPF S.A.,30546689979,Energía - Petróleo y Gas,YM38C YM38D YM38O YM38X,ARS EXT USD,True,True,False,,True,105.15,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
YM39,YPF S.A.,30546689979,Energía - Petróleo y Gas,YM39C YM39D YM39O,ARS EXT USD,True,True,False,,True,109.95,EXT,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
YM40,YPF S.A.,30546689979,Energía - Petróleo y Gas,YM40X YM40Y,ARS USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
YM41,YPF S.A.,30546689979,Energía - Petróleo y Gas,YM41D YM41X YM41Y,ARS USD,True,True,False,,True,102.65,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
YM42,YPF S.A.,30546689979,Energía - Petróleo y Gas,YM42D YM42X,ARS USD,True,True,False,,True,106.6,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
YM43,YPF S.A.,30546689979,Energía - Petróleo y Gas,YM43D,USD,True,True,False,,True,99.6,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
YMCI,YPF S.A.,30546689979,Energía - Petróleo y Gas,YMCIC YMCIO YMCIZ,ARS EXT,True,True,False,,True,107.85,EXT,True,7,USD,True,6.205,True,False,0.602,
YMCJ,YPF S.A.,30546689979,Energía - Petróleo y Gas,YMCJC YMCJO YMCJX,ARS EXT,True,True,False,,True,102.95,EXT,True,15,USD,True,6.632,True,False,0.545,
YMCP,YPF S.A.,30546689979,Energía - Petróleo y Gas,YMCPX,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
YMCR,YPF S.A.,30546689979,Energía - Petróleo y Gas,YMCRO,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
YMCT,YPF S.A.,30546689979,,YMCTX,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
YMCW,YPF S.A.,30546689979,,YMCWO YMCWX,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
YMCX,YPF S.A.,30546689979,Energía - Petróleo y Gas,YMCXO YMCXX YMCXZ,ARS EXT,True,True,False,,True,108.4407,ARS/CCL,True,11,USD,True,7.097,True,False,0.77,
YMCY,YPF S.A.,30546689979,Energía - Petróleo y Gas,YMCYO,ARS,True,True,False,,True,100.6141,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
YMCZ,YPF S.A.,30546689979,Energía - Petróleo y Gas,YMCZO,ARS,True,True,False,,True,101.3685,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
ZF3B,Zafra S.A.,30592486268,Agro,ZF3BP,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
ZPC1,PLAZA LOGISTICA S.R.L.,30655942382,,ZPC1O,ARS,True,True,False,,True,0.0678,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
ZPC3,PLAZA LOGISTICA S.R.L.,30655942382,,ZPC3Y ZPC3Z,EXT USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
